Question,Response,processed_question,processed_response,question_seq,response_seq,padded_question,padded_response
a hospital is the most dangerous place in the world,oh yes because of all the killer germs,"['a', 'hospital', 'is', 'the', 'most', 'dangerous', 'place', 'in', 'the', 'world']","['oh', 'yes', 'because', 'of', 'all', 'the', 'killer', 'ge', '##rm', '##s']","[37, 1241, 35, 78, 170, 1310, 1800, 23, 78, 785]","[230, 97, 151, 56, 224, 78, 1826, 1827, 1828, 64]","[37, 1241, 35, 78, 170, 1310, 1800, 23, 78, 785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[230, 97, 151, 56, 224, 78, 1826, 1827, 1828, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh yes because of all the killer germs,if you are a smart doctor you stay away from hospitals,"['oh', 'yes', 'because', 'of', 'all', 'the', 'killer', 'ge', '##rm', '##s']","['if', 'you', 'are', 'a', 'smart', 'doctor', 'you', 'stay', 'away', 'from', 'hospital']","[230, 97, 151, 56, 224, 78, 1826, 1827, 1828, 64]","[92, 4, 3, 37, 1108, 1176, 4, 189, 793, 343, 1241]","[230, 97, 151, 56, 224, 78, 1826, 1827, 1828, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[92, 4, 3, 37, 1108, 1176, 4, 189, 793, 343, 1241, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
if you are a smart doctor you stay away from hospitals,yes the smart doctors are those tv news doctorsâ—no hospitals no patients,"['if', 'you', 'are', 'a', 'smart', 'doctor', 'you', 'stay', 'away', 'from', 'hospital']","['yes', 'the', 'smart', 'doctor', 'are', 'those', 'tv', 'news', 'doctor', '##a', '—', 'no', 'hospital', 'no', 'patient']","[92, 4, 3, 37, 1108, 1176, 4, 189, 793, 343, 1241]","[97, 78, 1108, 1176, 3, 351, 641, 323, 1176, 681, 682, 16, 1241, 16, 2149]","[92, 4, 3, 37, 1108, 1176, 4, 189, 793, 343, 1241, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 78, 1108, 1176, 3, 351, 641, 323, 1176, 681, 682, 16, 1241, 16, 2149, 0, 0, 0, 0, 0]"
i want to be a mail carrier when i grow up,why,"['i', 'want', 'to', 'be', 'a', 'mail', 'carrier', 'when', 'i', 'grow', 'up']",['why'],"[6, 126, 29, 83, 37, 741, 1829, 162, 6, 775, 227]",[142],"[6, 126, 29, 83, 37, 741, 1829, 162, 6, 775, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
why,because you get to meet a lot of people,['why'],"['because', 'you', 'get', 'to', 'meet', 'a', 'lot', 'of', 'people']",[142],"[151, 4, 108, 29, 940, 37, 55, 56, 57]","[142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[151, 4, 108, 29, 940, 37, 55, 56, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
because you get to meet a lot of people,you sure do,"['because', 'you', 'get', 'to', 'meet', 'a', 'lot', 'of', 'people']","['you', 'sure', 'do']","[151, 4, 108, 29, 940, 37, 55, 56, 57]","[4, 234, 27]","[151, 4, 108, 29, 940, 37, 55, 56, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 234, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
you sure do,and you get a lot of exercise every day,"['you', 'sure', 'do']","['and', 'you', 'get', 'a', 'lot', 'of', 'exercise', 'every', 'day']","[4, 234, 27]","[94, 4, 108, 37, 55, 56, 1830, 99, 73]","[4, 234, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 4, 108, 37, 55, 56, 1830, 99, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
and you get a lot of exercise every day,that is the truth,"['and', 'you', 'get', 'a', 'lot', 'of', 'exercise', 'every', 'day']","['that', 'is', 'the', 'truth']","[94, 4, 108, 37, 55, 56, 1830, 99, 73]","[58, 35, 78, 334]","[94, 4, 108, 37, 55, 56, 1830, 99, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 35, 78, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
that is the truth,and you get to play with a lot of dogs,"['that', 'is', 'the', 'truth']","['and', 'you', 'get', 'to', 'play', 'with', 'a', 'lot', 'of', 'dog']","[58, 35, 78, 334]","[94, 4, 108, 29, 1354, 42, 37, 55, 56, 609]","[58, 35, 78, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 4, 108, 29, 1354, 42, 37, 55, 56, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
and you get to play with a lot of dogs,well you are supposed to be working,"['and', 'you', 'get', 'to', 'play', 'with', 'a', 'lot', 'of', 'dog']","['well', 'you', 'are', 'supposed', 'to', 'be', 'working']","[94, 4, 108, 29, 1354, 42, 37, 55, 56, 609]","[44, 4, 3, 211, 29, 83, 529]","[94, 4, 108, 29, 1354, 42, 37, 55, 56, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 4, 3, 211, 29, 83, 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
well you are supposed to be working,yes but i will always pet the friendly dogs,"['well', 'you', 'are', 'supposed', 'to', 'be', 'working']","['yes', 'but', 'i', 'will', 'always', 'pet', 'the', 'friendly', 'dog']","[44, 4, 3, 211, 29, 83, 529]","[97, 106, 6, 158, 146, 1697, 78, 655, 609]","[44, 4, 3, 211, 29, 83, 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 106, 6, 158, 146, 1697, 78, 655, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yes but i will always pet the friendly dogs,what about the unfriendly dogs,"['yes', 'but', 'i', 'will', 'always', 'pet', 'the', 'friendly', 'dog']","['what', 'about', 'the', 'un', '##fr', '##ien', '##dly', 'dog']","[97, 106, 6, 158, 146, 1697, 78, 655, 609]","[22, 9, 78, 809, 1831, 1832, 1833, 609]","[97, 106, 6, 158, 146, 1697, 78, 655, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 9, 78, 809, 1831, 1832, 1833, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what about the unfriendly dogs,i think if you are friendly to dogs they are friendly to you,"['what', 'about', 'the', 'un', '##fr', '##ien', '##dly', 'dog']","['i', 'think', 'if', 'you', 'are', 'friendly', 'to', 'dog', 'they', 'are', 'friendly', 'to', 'you']","[22, 9, 78, 809, 1831, 1832, 1833, 609]","[6, 75, 92, 4, 3, 655, 29, 609, 348, 3, 655, 29, 4]","[22, 9, 78, 809, 1831, 1832, 1833, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 75, 92, 4, 3, 655, 29, 609, 348, 3, 655, 29, 4, 0, 0, 0, 0, 0, 0, 0]"
i think if you are friendly to dogs they are friendly to you,dogs are like peopleâ—not all of them are friendly,"['i', 'think', 'if', 'you', 'are', 'friendly', 'to', 'dog', 'they', 'are', 'friendly', 'to', 'you']","['dog', 'are', 'like', 'people', '##a', '—', 'not', 'all', 'of', 'them', 'are', 'friendly']","[6, 75, 92, 4, 3, 655, 29, 609, 348, 3, 655, 29, 4]","[609, 3, 32, 57, 681, 682, 53, 224, 56, 363, 3, 655]","[6, 75, 92, 4, 3, 655, 29, 609, 348, 3, 655, 29, 4, 0, 0, 0, 0, 0, 0, 0]","[609, 3, 32, 57, 681, 682, 53, 224, 56, 363, 3, 655, 0, 0, 0, 0, 0, 0, 0, 0]"
i want to move to new york,to the state or the city,"['i', 'want', 'to', 'move', 'to', 'new', 'york']","['to', 'the', 'state', 'or', 'the', 'city']","[6, 126, 29, 1625, 29, 262, 1703]","[29, 78, 901, 237, 78, 594]","[6, 126, 29, 1625, 29, 262, 1703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 78, 901, 237, 78, 594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
to the state or the city,to the city of course,"['to', 'the', 'state', 'or', 'the', 'city']","['to', 'the', 'city', 'of', 'course']","[29, 78, 901, 237, 78, 594]","[29, 78, 594, 56, 512]","[29, 78, 901, 237, 78, 594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 78, 594, 56, 512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
to the city of course,why do you want to move there,"['to', 'the', 'city', 'of', 'course']","['why', 'do', 'you', 'want', 'to', 'move', 'there']","[29, 78, 594, 56, 512]","[142, 27, 4, 126, 29, 1625, 34]","[29, 78, 594, 56, 512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[142, 27, 4, 126, 29, 1625, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
why do you want to move there,because i want to make a lot of money,"['why', 'do', 'you', 'want', 'to', 'move', 'there']","['because', 'i', 'want', 'to', 'make', 'a', 'lot', 'of', 'money']","[142, 27, 4, 126, 29, 1625, 34]","[151, 6, 126, 29, 168, 37, 55, 56, 606]","[142, 27, 4, 126, 29, 1625, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[151, 6, 126, 29, 168, 37, 55, 56, 606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
because i want to make a lot of money,there are a lot of poor people in new york,"['because', 'i', 'want', 'to', 'make', 'a', 'lot', 'of', 'money']","['there', 'are', 'a', 'lot', 'of', 'poor', 'people', 'in', 'new', 'york']","[151, 6, 126, 29, 168, 37, 55, 56, 606]","[34, 3, 37, 55, 56, 1834, 57, 23, 262, 1703]","[151, 6, 126, 29, 168, 37, 55, 56, 606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 3, 37, 55, 56, 1834, 57, 23, 262, 1703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
there are a lot of poor people in new york,there sure areâ—at least a million,"['there', 'are', 'a', 'lot', 'of', 'poor', 'people', 'in', 'new', 'york']","['there', 'sure', 'area', '—', 'at', 'least', 'a', 'million']","[34, 3, 37, 55, 56, 1834, 57, 23, 262, 1703]","[34, 234, 1835, 682, 171, 1836, 37, 1620]","[34, 3, 37, 55, 56, 1834, 57, 23, 262, 1703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 234, 1835, 682, 171, 1836, 37, 1620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
there sure areâ—at least a million,so how do you plan to become rich,"['there', 'sure', 'area', '—', 'at', 'least', 'a', 'million']","['so', 'how', 'do', 'you', 'plan', 'to', 'become', 'rich']","[34, 234, 1835, 682, 171, 1836, 37, 1620]","[18, 2, 27, 4, 208, 29, 1803, 603]","[34, 234, 1835, 682, 171, 1836, 37, 1620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 2, 27, 4, 208, 29, 1803, 603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
so how do you plan to become rich,i will knock on the doors of all the corporations,"['so', 'how', 'do', 'you', 'plan', 'to', 'become', 'rich']","['i', 'will', 'knock', 'on', 'the', 'door', 'of', 'all', 'the', 'corporation']","[18, 2, 27, 4, 208, 29, 1803, 603]","[6, 158, 1837, 200, 78, 1551, 56, 224, 78, 1838]","[18, 2, 27, 4, 208, 29, 1803, 603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 158, 1837, 200, 78, 1551, 56, 224, 78, 1838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i will knock on the doors of all the corporations,that will not make you rich nobody will talk to you,"['i', 'will', 'knock', 'on', 'the', 'door', 'of', 'all', 'the', 'corporation']","['that', 'will', 'not', 'make', 'you', 'rich', 'nobody', 'will', 'talk', 'to', 'you']","[6, 158, 1837, 200, 78, 1551, 56, 224, 78, 1838]","[58, 158, 53, 168, 4, 603, 513, 158, 570, 29, 4]","[6, 158, 1837, 200, 78, 1551, 56, 224, 78, 1838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 158, 53, 168, 4, 603, 513, 158, 570, 29, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
that will not make you rich nobody will talk to you,i will keep knocking on doors,"['that', 'will', 'not', 'make', 'you', 'rich', 'nobody', 'will', 'talk', 'to', 'you']","['i', 'will', 'keep', 'knocking', 'on', 'door']","[58, 158, 53, 168, 4, 603, 513, 158, 570, 29, 4]","[6, 158, 423, 1839, 200, 1551]","[58, 158, 53, 168, 4, 603, 513, 158, 570, 29, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 158, 423, 1839, 200, 1551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i will keep knocking on doors,all you will get is sore knuckles,"['i', 'will', 'keep', 'knocking', 'on', 'door']","['all', 'you', 'will', 'get', 'is', 'sore', 'knuckle']","[6, 158, 423, 1839, 200, 1551]","[224, 4, 158, 108, 35, 2197, 2198]","[6, 158, 423, 1839, 200, 1551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[224, 4, 158, 108, 35, 2197, 2198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i love salads,me too,"['i', 'love', 'salad', '##s']","['me', 'too']","[6, 143, 1552, 64]","[100, 101]","[6, 143, 1552, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[100, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
me too,i usually eat a simple salad,"['me', 'too']","['i', 'usually', 'eat', 'a', 'simple', 'salad']","[100, 101]","[6, 993, 588, 37, 958, 1552]","[100, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 993, 588, 37, 958, 1552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i usually eat a simple salad,what do you put in it,"['i', 'usually', 'eat', 'a', 'simple', 'salad']","['what', 'do', 'you', 'put', 'in', 'it']","[6, 993, 588, 37, 958, 1552]","[22, 27, 4, 734, 23, 33]","[6, 993, 588, 37, 958, 1552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 27, 4, 734, 23, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what do you put in it,just lettuce tomato and celery,"['what', 'do', 'you', 'put', 'in', 'it']","['just', 'let', '##tu', '##ce', 'tomato', 'and', 'ce', '##ler', '##y']","[22, 27, 4, 734, 23, 33]","[188, 239, 1840, 1841, 1512, 94, 1842, 1843, 572]","[22, 27, 4, 734, 23, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[188, 239, 1840, 1841, 1512, 94, 1842, 1843, 572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
just lettuce tomato and celery,that is it,"['just', 'let', '##tu', '##ce', 'tomato', 'and', 'ce', '##ler', '##y']","['that', 'is', 'it']","[188, 239, 1840, 1841, 1512, 94, 1842, 1843, 572]","[58, 35, 33]","[188, 239, 1840, 1841, 1512, 94, 1842, 1843, 572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 35, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
that is it,i add some pepper and salt,"['that', 'is', 'it']","['i', 'add', 'some', 'pepper', 'and', 'salt']","[58, 35, 33]","[6, 1229, 138, 683, 94, 1844]","[58, 35, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 1229, 138, 683, 94, 1844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i add some pepper and salt,i always put cheese in my salads,"['i', 'add', 'some', 'pepper', 'and', 'salt']","['i', 'always', 'put', 'cheese', 'in', 'my', 'salad', '##s']","[6, 1229, 138, 683, 94, 1844]","[6, 146, 734, 686, 23, 69, 1552, 64]","[6, 1229, 138, 683, 94, 1844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 146, 734, 686, 23, 69, 1552, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i always put cheese in my salads,yes cheese is nice,"['i', 'always', 'put', 'cheese', 'in', 'my', 'salad', '##s']","['yes', 'cheese', 'is', 'nice']","[6, 146, 734, 686, 23, 69, 1552, 64]","[97, 686, 35, 115]","[6, 146, 734, 686, 23, 69, 1552, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 686, 35, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yes cheese is nice,what kind of dressing do you use,"['yes', 'cheese', 'is', 'nice']","['what', 'kind', 'of', 'dressing', 'do', 'you', 'use']","[97, 686, 35, 115]","[22, 276, 56, 1845, 27, 4, 439]","[97, 686, 35, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 276, 56, 1845, 27, 4, 439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what kind of dressing do you use,i pour lots of french dressing on top,"['what', 'kind', 'of', 'dressing', 'do', 'you', 'use']","['i', 'pour', 'lot', 'of', 'french', 'dressing', 'on', 'top']","[22, 276, 56, 1845, 27, 4, 439]","[6, 1171, 55, 56, 1464, 1845, 200, 699]","[22, 276, 56, 1845, 27, 4, 439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 1171, 55, 56, 1464, 1845, 200, 699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i pour lots of french dressing on top,me too french dressing is so delicious who cares about calories,"['i', 'pour', 'lot', 'of', 'french', 'dressing', 'on', 'top']","['me', 'too', 'french', 'dressing', 'is', 'so', 'delicious', 'who', 'care', 'about', 'cal', '##ories']","[6, 1171, 55, 56, 1464, 1845, 200, 699]","[100, 101, 1464, 1845, 35, 18, 1504, 296, 586, 9, 1182, 2199]","[6, 1171, 55, 56, 1464, 1845, 200, 699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[100, 101, 1464, 1845, 35, 18, 1504, 296, 586, 9, 1182, 2199, 0, 0, 0, 0, 0, 0, 0, 0]"
i love cheese,me too,"['i', 'love', 'cheese']","['me', 'too']","[6, 143, 686]","[100, 101]","[6, 143, 686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[100, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
me too,where does cheese come from,"['me', 'too']","['where', 'doe', 'cheese', 'come', 'from']","[100, 101]","[67, 112, 686, 127, 343]","[100, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[67, 112, 686, 127, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
where does cheese come from,it comes from cows,"['where', 'doe', 'cheese', 'come', 'from']","['it', 'come', 'from', 'cow']","[67, 112, 686, 127, 343]","[33, 127, 343, 1774]","[67, 112, 686, 127, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 127, 343, 1774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
it comes from cows,so we get cheese from cows and we get milk too,"['it', 'come', 'from', 'cow']","['so', 'we', 'get', 'cheese', 'from', 'cow', 'and', 'we', 'get', 'milk', 'too']","[33, 127, 343, 1774]","[18, 190, 108, 686, 343, 1774, 94, 190, 108, 1846, 101]","[33, 127, 343, 1774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 190, 108, 686, 343, 1774, 94, 190, 108, 1846, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
so we get cheese from cows and we get milk too,yes we do,"['so', 'we', 'get', 'cheese', 'from', 'cow', 'and', 'we', 'get', 'milk', 'too']","['yes', 'we', 'do']","[18, 190, 108, 686, 343, 1774, 94, 190, 108, 1846, 101]","[97, 190, 27]","[18, 190, 108, 686, 343, 1774, 94, 190, 108, 1846, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 190, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yes we do,what else do we get from cows,"['yes', 'we', 'do']","['what', 'else', 'do', 'we', 'get', 'from', 'cow']","[97, 190, 27]","[22, 711, 27, 190, 108, 343, 1774]","[97, 190, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 711, 27, 190, 108, 343, 1774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what else do we get from cows,we get hamburgers and steak,"['what', 'else', 'do', 'we', 'get', 'from', 'cow']","['we', 'get', 'hamburger', '##s', 'and', 'steak']","[22, 711, 27, 190, 108, 343, 1774]","[190, 108, 1289, 64, 94, 1521]","[22, 711, 27, 190, 108, 343, 1774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[190, 108, 1289, 64, 94, 1521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
we get hamburgers and steak,oh that is so delicious,"['we', 'get', 'hamburger', '##s', 'and', 'steak']","['oh', 'that', 'is', 'so', 'delicious']","[190, 108, 1289, 64, 94, 1521]","[230, 58, 35, 18, 1504]","[190, 108, 1289, 64, 94, 1521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[230, 58, 35, 18, 1504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh that is so delicious,we also get leather,"['oh', 'that', 'is', 'so', 'delicious']","['we', 'also', 'get', 'leather']","[230, 58, 35, 18, 1504]","[190, 532, 108, 1847]","[230, 58, 35, 18, 1504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[190, 532, 108, 1847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
we also get leather,we get a lot of things from cows do not we,"['we', 'also', 'get', 'leather']","['we', 'get', 'a', 'lot', 'of', 'thing', 'from', 'cow', 'do', 'not', 'we']","[190, 532, 108, 1847]","[190, 108, 37, 55, 56, 202, 343, 1774, 27, 53, 190]","[190, 532, 108, 1847, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[190, 108, 37, 55, 56, 202, 343, 1774, 27, 53, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
we get a lot of things from cows do not we,yes a cow is mans best friend,"['we', 'get', 'a', 'lot', 'of', 'thing', 'from', 'cow', 'do', 'not', 'we']","['yes', 'a', 'cow', 'is', 'man', 'best', 'friend']","[190, 108, 37, 55, 56, 202, 343, 1774, 27, 53, 190]","[97, 37, 1774, 35, 453, 418, 474]","[190, 108, 37, 55, 56, 202, 343, 1774, 27, 53, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 37, 1774, 35, 453, 418, 474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i used to work in a deli,how did you like it,"['i', 'used', 'to', 'work', 'in', 'a', 'del', '##i']","['how', 'did', 'you', 'like', 'it']","[6, 833, 29, 332, 23, 37, 1848, 1849]","[2, 139, 4, 32, 33]","[6, 833, 29, 332, 23, 37, 1848, 1849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 139, 4, 32, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
how did you like it,i loved it,"['how', 'did', 'you', 'like', 'it']","['i', 'loved', 'it']","[2, 139, 4, 32, 33]","[6, 379, 33]","[2, 139, 4, 32, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 379, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i loved it,did you get free food,"['i', 'loved', 'it']","['did', 'you', 'get', 'free', 'food']","[6, 379, 33]","[139, 4, 108, 462, 712]","[6, 379, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[139, 4, 108, 462, 712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
did you get free food,i ate free cheese and meat every day,"['did', 'you', 'get', 'free', 'food']","['i', 'ate', 'free', 'cheese', 'and', 'meat', 'every', 'day']","[139, 4, 108, 462, 712]","[6, 1850, 462, 686, 94, 1851, 99, 73]","[139, 4, 108, 462, 712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 1850, 462, 686, 94, 1851, 99, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i ate free cheese and meat every day,that sounds like a great job,"['i', 'ate', 'free', 'cheese', 'and', 'meat', 'every', 'day']","['that', 'sound', 'like', 'a', 'great', 'job']","[6, 1850, 462, 686, 94, 1851, 99, 73]","[58, 177, 32, 37, 21, 325]","[6, 1850, 462, 686, 94, 1851, 99, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 177, 32, 37, 21, 325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
that sounds like a great job,whatever a customer ordered i sliced off a little more for me,"['that', 'sound', 'like', 'a', 'great', 'job']","['whatever', 'a', 'customer', 'ordered', 'i', 'sliced', 'off', 'a', 'little', 'more', 'for', 'me']","[58, 177, 32, 37, 21, 325]","[534, 37, 1852, 1853, 6, 1854, 123, 37, 315, 172, 14, 100]","[58, 177, 32, 37, 21, 325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[534, 37, 1852, 1853, 6, 1854, 123, 37, 315, 172, 14, 100, 0, 0, 0, 0, 0, 0, 0, 0]"
whatever a customer ordered i sliced off a little more for me,did you get fat,"['whatever', 'a', 'customer', 'ordered', 'i', 'sliced', 'off', 'a', 'little', 'more', 'for', 'me']","['did', 'you', 'get', 'fat']","[534, 37, 1852, 1853, 6, 1854, 123, 37, 315, 172, 14, 100]","[139, 4, 108, 846]","[534, 37, 1852, 1853, 6, 1854, 123, 37, 315, 172, 14, 100, 0, 0, 0, 0, 0, 0, 0, 0]","[139, 4, 108, 846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
